Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,Player,xMLBAMID,playerids,playerid
SFG,Giants,94,334,370,74,52,13,2,7,36,36,30,0,94,2,2,2,,3,0,0.221461,0.287281,0.334936,0.622216,0.27596,0.0804512,0.255076,0.315401,0.113475,4.06234,0.28458,-0.236308,,32.5551,-11.1369,7.34584,-0.14559,-0.381898,2.77897,-10.453287780284882,14.568058967590332,77.0198,297.0,3.159574468,297.0,3.159574468,747.8900146484375,0.0,C,/players/patrick-bailey/27478/stats/batting,30.0,NL,Patrick Bailey,672275,27478,27478
NYY,Yankees,95,331,375,75,44,16,1,15,42,49,37,1,88,4,3,1,,3,1,0.227179,0.310217,0.416431,0.726648,0.315459,0.0994247,0.235505,0.422177,0.189253,3.44108,0.260791,-0.0918654,,45.0885,0.732634,0.346438,-0.217696,-0.309561,2.7545,1.0088604092597961,7.42822852730751,102.98,408.0,4.294736842,408.0,4.294736842,246.13999938964844,0.00675676,C,/players/austin-wells/27562/stats/batting,9.0,AL,Austin Wells,669224,27562,27562
ATH,Athletics,118,474,511,139,99,28,1,10,61,63,27,1,43,5,3,2,,5,2,0.292361,0.33478,0.421551,0.756331,0.328589,0.0520371,0.0844938,0.615868,0.12919,3.40673,0.302434,0.0341044,,66.8461,6.44708,-0.545848,-0.574643,-0.540538,2.74079,4.325827121734619,4.8507572412490845,108.077,585.2,4.959322033,585.2,4.959322033,196.44000244140625,0.00641026,SS,/players/jacob-wilson/33266/stats/batting,10.0,AL,Jacob Wilson,805779,33266,33266
LAD,Dodgers,121,457,522,129,81,29,2,18,71,69,55,6,91,7,3,1,,5,1,0.282579,0.366198,0.471005,0.837204,0.359276,0.105991,0.174594,0.607068,0.188426,4.02277,0.317171,-0.579009,,81.3307,19.6042,-0.200233,-0.401973,-0.980982,2.74028,18.961991786956787,-9.569060772657394,132.21,722.8,5.973553719,722.8,5.973553719,67.87999725341797,0.0,1B,/players/freddie-freeman/5361/stats/batting,22.0,NL,Freddie Freeman,518692,5361,5361
SDP,Padres,119,462,515,119,76,22,0,20,65,72,48,3,102,2,4,0,,7,2,0.257632,0.327212,0.439397,0.766609,0.33027,0.0922274,0.197941,0.465933,0.181765,3.41638,0.287152,-0.350337,,68.0632,7.19959,0.0483656,-0.263691,-0.614028,2.72487,8.89120614528656,0.59419896453619,115.569,613.9,5.158823529,613.9,5.158823529,37.52000045776367,0.07978723,3B,/players/manny-machado/11493/stats/batting,29.0,NL,Manny Machado,592518,11493,11493
ATH,Athletics,109,396,437,104,57,22,1,24,61,68,35,1,98,3,3,1,,3,1,0.261897,0.324378,0.502016,0.826394,0.351721,0.0800503,0.224288,0.356909,0.240119,3.4975,0.28837,-0.0323162,,65.3093,13.7094,-2.64549,-0.383552,-0.415868,2.72122,11.943116545677185,3.1322877407073975,124.012,598.4,5.489908256,598.4,5.489908256,54.04999923706055,0.15286624,C,/players/shea-langeliers/25816/stats/batting,10.0,AL,Shea Langeliers,669127,25816,25816
TOR,Blue Jays,71,250,284,67,47,11,0,8,29,35,30,1,35,2,2,0,,1,0,0.267184,0.348377,0.414467,0.762844,0.33386,0.104924,0.123693,0.848261,0.147283,1.72585,0.280438,-0.750287,,38.3424,4.79584,3.28164,-0.43665,-1.18694,2.70003,3.8764063119888306,8.076389789581299,115.131,330.2,4.650704225,330.2,4.650704225,160.25,0.05384615,C,/players/alejandro-kirk/22581/stats/batting,14.0,AL,Alejandro Kirk,672386,22581,22581
LAA,Angels,106,377,457,89,50,15,1,22,66,58,71,7,133,6,3,1,,5,1,0.235662,0.363066,0.458345,0.821411,0.353794,0.154456,0.290864,0.531025,0.222683,4.14235,0.296944,-0.427586,,69.1251,15.1183,-1.2163,-0.13211,-0.559696,2.6981,14.029386699199677,-3.4061129093170166,127.081,615.1,5.802830188,615.1,5.802830188,178.44000244140625,0.6875,OF,/players/mike-trout/10155/stats/batting,1.0,AL,Mike Trout,545361,10155,10155
DET,Tigers,94,338,372,83,52,17,1,12,41,50,25,1,88,7,2,0,,1,1,0.24493,0.307638,0.411077,0.718716,0.312158,0.0672596,0.236545,0.284341,0.166148,2.85299,0.294551,0.000951047,,43.6873,-0.270857,4.4946,-0.594305,-0.593354,2.69204,-0.8883392512798309,11.760803699493408,99.3273,389.7,4.14574468,389.7,4.14574468,254.6199951171875,0.04054054,C,/players/dillon-dingler/27464/stats/batting,6.0,AL,Dillon Dingler,693307,27464,27464
MIA,Marlins,112,429,483,124,97,19,4,4,58,43,47,1,64,2,3,3,,20,5,0.289109,0.359585,0.378319,0.737903,0.326882,0.0964294,0.133054,0.72474,0.0892101,6.06892,0.330817,0.518347,,62.5036,5.42321,2.20305,0.985309,1.50366,2.67964,6.180781960487366,3.928359031677246,108.169,551.9,4.927678571,551.9,4.927678571,182.42999267578125,0.01764706,2B/SS,/players/xavier-edwards/22266/stats/batting,20.0,NL,Xavier Edwards,669364,22266,22266
SFG,Giants,126,481,545,110,65,25,1,19,67,61,56,2,138,4,3,1,,9,3,0.22966,0.312716,0.406293,0.719009,0.313495,0.102601,0.253472,0.404782,0.176632,4.17765,0.278656,0.0192605,,64.576,0.194692,0.774554,-0.354822,-0.335561,2.67857,1.4292519688606262,6.612517058849335,102.733,580.5,4.607142857,580.5,4.607142857,133.92999267578125,0.00526316,SS,/players/willy-adames/15986/stats/batting,30.0,NL,Willy Adames,642715,15986,15986
WSN,Nationals,117,455,507,117,73,24,3,17,67,63,36,2,95,12,4,1,,23,6,0.257757,0.326024,0.438429,0.764453,0.329982,0.0710908,0.186528,0.381128,0.180673,6.44753,0.288204,0.489466,,66.9053,6.97091,-4.65614,1.54523,2.0347,2.67113,9.040507793426514,0.1813650131225586,111.653,617.6,5.278632478,617.6,5.278632478,65.0,0.00574713,SS,/players/cj-abrams/25768/stats/batting,24.0,NL,CJ Abrams,682928,25768,25768
LAD,Dodgers,114,452,494,118,73,24,1,20,61,70,31,0,109,7,4,1,,9,4,0.261508,0.316628,0.451284,0.767912,0.331067,0.0626468,0.220936,0.283551,0.189777,4.28403,0.301462,0.197228,,65.637,7.22912,0.591319,-0.330649,-0.133422,2.66709,7.416235312819481,2.1962572932243347,112.886,592.0,5.192982456,592.0,5.192982456,133.4199981689453,0.0,OF,/players/andy-pages/24816/stats/batting,22.0,NL,Andy Pages,681624,24816,24816
ATL,Braves,114,414,467,111,72,19,1,19,61,63,45,1,87,5,3,1,,1,0,0.269401,0.345363,0.4577,0.803063,0.347499,0.0954267,0.185768,0.513687,0.188298,2.93614,0.29834,-0.1933,,68.1851,13.0492,-0.726253,-0.692793,-0.886092,2.65418,11.923680186271667,-1.0447716116905212,123.162,598.9,5.253508771,598.9,5.253508771,78.62999725341797,0.15862069,C,/players/drake-baldwin/31539/stats/batting,16.0,NL,Drake Baldwin,686948,31539,31539
MIA,Marlins,113,447,489,123,88,22,3,10,57,55,34,1,77,4,3,1,,13,5,0.276014,0.330163,0.406725,0.736888,0.321071,0.068927,0.156968,0.439114,0.130711,5.37312,0.312034,0.440377,,60.9248,3.18073,1.19056,0.0134705,0.453848,2.61665,2.8798124492168427,6.426675915718079,104.188,541.4,4.791150442,541.4,4.791150442,229.16000366210938,0.00571429,2B/SS,/players/otto-lopez/19608/stats/batting,20.0,NL,Otto Lopez,672640,19608,19608
STL,Cardinals,109,391,461,106,71,19,1,15,61,55,55,3,88,11,3,1,,6,2,0.269915,0.373241,0.434523,0.807765,0.353173,0.120149,0.190479,0.63077,0.164608,3.99749,0.312017,0.106226,,69.5254,15.024,-0.249502,-0.292648,-0.186422,2.51872,16.032623261213303,-6.7093779146671295,129.668,608.2,5.579816513,608.2,5.579816513,178.42999267578125,0.78417266,C/DH,/players/ivan-herrera/20599/stats/batting,28.0,NL,Iván Herrera,671056,20599,20599
BAL,Orioles,125,473,539,120,66,26,1,28,70,82,53,4,122,10,3,0,,2,1,0.254863,0.340732,0.488605,0.829337,0.354564,0.0986079,0.226162,0.436006,0.233742,2.63548,0.284128,-0.993461,,81.8912,18.1736,-1.5472,-0.705924,-1.69939,2.51672,17.516635537147522,-11.497819662094116,130.234,733.3,5.8664,733.3,5.8664,24.440000534057617,0.0257732,1B,/players/pete-alonso/19251/stats/batting,2.0,AL,Pete Alonso,624413,19251,19251
PIT,Pirates,104,396,452,95,54,18,2,20,63,58,49,4,140,3,3,1,,26,5,0.239622,0.326043,0.450957,0.777,0.33336,0.107639,0.309797,0.347449,0.211335,6.66102,0.313024,0.346448,,60.7914,7.44321,-1.2837,2.4303,2.77674,2.4997,9.232351541519165,0.16954267024993896,112.064,579.0,5.567307692,579.0,5.567307692,92.93000030517578,0.01898734,SS/OF,/players/oneil-cruz/21711/stats/batting,27.0,NL,Oneil Cruz,665833,21711,21711
ATL,Braves,123,476,530,120,73,24,1,22,67,70,43,1,136,6,3,1,,3,1,0.253035,0.321378,0.445884,0.767261,0.331313,0.0820515,0.256248,0.320204,0.192849,3.57351,0.306996,-0.0368023,,70.4185,7.84957,-2.41738,-0.589012,-0.625815,2.4447,6.9520227909088135,-0.6854323148727417,112.074,628.0,5.105691056,628.0,5.105691056,59.36000061035156,0.0,3B,/players/austin-riley/18360/stats/batting,16.0,NL,Austin Riley,663586,18360,18360
HOU,Astros,106,407,457,107,72,21,1,13,56,51,44,2,90,2,3,1,,1,0,0.263138,0.336425,0.418087,0.754512,0.328468,0.0961632,0.196165,0.490216,0.154949,2.41727,0.305191,-0.00636436,,59.7267,5.71991,0.355339,-0.662367,-0.668732,2.44313,5.4665632247924805,2.66459858417511,111.389,520.9,4.914150943,520.9,4.914150943,281.2300109863281,0.0,SS,/players/carlos-correa/14162/stats/batting,21.0,AL,Carlos Correa,621043,14162,14162
SEA,Mariners,101,379,435,102,71,20,1,9,52,45,42,1,64,9,3,1,,4,2,0.268254,0.353293,0.400572,0.753865,0.332348,0.0972141,0.147293,0.660004,0.132317,3.23142,0.298931,-0.143737,,58.1827,6.81038,-0.975378,-0.884358,-1.02809,2.42193,9.229549884796143,-0.5374149680137634,120.017,495.5,4.905940594,495.5,4.905940594,268.5799865722656,0.01398601,2B/OF,/players/brendan-donovan/24679/stats/batting,11.0,AL,Brendan Donovan,680977,24679,24679
TBR,Rays,122,463,526,135,94,23,2,16,66,66,53,3,77,7,3,1,,2,1,0.292594,0.371807,0.45517,0.826978,0.359017,0.101168,0.146397,0.691054,0.162576,3.07937,0.319718,-0.566909,,81.8457,19.6445,-0.05172,-0.888867,-1.45578,2.41638,17.762760996818542,-12.282429039478302,130.975,702.5,5.758196721,702.5,5.758196721,138.63999938964844,0.7967033,1B/3B/DH,/players/yandy-diaz/16578/stats/batting,12.0,AL,Yandy Díaz,650490,16578,16578
PHI,Phillies,127,453,550,101,49,17,1,34,82,81,86,3,158,7,3,1,,4,1,0.222273,0.352497,0.489267,0.841764,0.361292,0.155679,0.287288,0.541894,0.266994,3.73638,0.252705,-1.15324,,86.6044,21.5593,-0.00735635,-0.619679,-1.77292,2.40196,18.760361671447754,-13.609207815490663,131.471,771.0,6.070866141,771.0,6.070866141,24.690000534057617,0.94845361,DH/OF,/players/kyle-schwarber/16478/stats/batting,26.0,NL,Kyle Schwarber,656941,16478,16478
NYY,Yankees,110,421,477,99,61,16,1,21,61,66,48,1,126,4,3,1,,25,7,0.235121,0.318111,0.428982,0.747092,0.324011,0.10116,0.264137,0.382984,0.19386,5.73989,0.281438,0.529906,,60.6638,4.24714,-1.94641,1.63949,2.1694,2.37473,7.161607503890991,-0.40165412425994873,108.871,566.8,5.152727272,566.8,5.152727272,19.520000457763672,0.00621118,2B/OF,/players/jazz-chisholm-jr/20454/stats/batting,9.0,AL,Jazz Chisholm Jr.,665862,20454,20454
CHC,Cubs,116,437,500,113,68,21,3,21,64,69,56,2,125,3,3,0,,5,3,0.2595,0.34605,0.466013,0.812064,0.349955,0.112179,0.249687,0.449276,0.206513,4.11826,0.313116,-0.318179,,74.0491,14.9776,-0.911469,-0.844968,-1.16315,2.37232,14.898870825767517,-8.354370713233948,127.107,649.3,5.597413793,649.3,5.597413793,113.43000030517578,0.62721893,DH/OF,/players/seiya-suzuki/30116/stats/batting,17.0,NL,Seiya Suzuki,673548,30116,30116
TOR,Blue Jays,116,453,500,114,80,21,2,11,55,56,29,1,85,12,3,3,,17,4,0.252592,0.312322,0.382364,0.694686,0.304158,0.057254,0.16983,0.337125,0.129772,5.71753,0.286786,-0.00795673,,55.4602,-3.61133,2.50649,1.16637,1.15842,2.36402,-1.9818689823150635,7.862968444824219,94.6706,505.2,4.355172413,505.2,4.355172413,412.2200012207031,0.0,2B,/players/andres-gimenez/19950/stats/batting,14.0,AL,Andrés Giménez,665926,19950,19950
BAL,Orioles,122,456,528,113,68,25,1,19,68,64,63,0,121,5,3,1,,4,2,0.248592,0.343775,0.435603,0.779378,0.34024,0.119446,0.229311,0.520893,0.187012,3.66663,0.295009,-0.587865,,74.0447,11.6545,-0.819872,-0.770543,-1.35841,2.35646,11.31682002544403,-6.477279365062714,120.367,639.6,5.24262295,639.6,5.24262295,148.42999267578125,0.05291005,OF,/players/taylor-ward/17548/stats/batting,2.0,AL,Taylor Ward,621493,17548,17548
BOS,Red Sox,112,410,483,105,68,22,3,13,65,53,66,1,122,4,3,1,,6,3,0.256849,0.363221,0.41718,0.780401,0.343581,0.136225,0.251976,0.540629,0.16033,4.65089,0.33274,0.306347,,69.0532,11.9728,2.74549,-0.644833,-0.338486,2.32943,9.356600672006607,-3.23290753364563,117.028,594.1,5.304464285,594.1,5.304464285,50.75,0.3,DH/OF,/players/roman-anthony/31812/stats/batting,3.0,AL,Roman Anthony,701350,31812,31812
CHW,White Sox,118,429,511,100,58,13,0,29,71,73,74,6,164,4,3,1,,7,4,0.233585,0.349327,0.469159,0.818485,0.351003,0.144566,0.320096,0.451634,0.235574,3.26669,0.297093,-0.113354,,76.1485,15.7495,-0.505378,-1.02962,-1.14298,2.32334,14.569471001625061,-9.472970366477966,126.08,677.4,5.740677966,677.4,5.740677966,999.0,0.06451613,1B,/players/munetaka-murakami/37120/stats/batting,4.0,AL,Munetaka Murakami,808959,37120,37120
CLE,Guardians,119,453,513,124,93,21,2,8,64,44,50,1,49,4,3,3,,13,4,0.273516,0.348824,0.380407,0.729231,0.322476,0.0974162,0.0956421,1.01855,0.106892,4.9122,0.290834,0.468101,,64.5154,3.92242,-0.73675,0.141727,0.609827,2.30582,5.366512656211853,-0.49786102771759033,107.87,564.4,4.742857142,564.4,4.742857142,169.60000610351562,0.02072539,OF,/players/steven-kwan/24610/stats/batting,5.0,AL,Steven Kwan,680757,24610,24610
TEX,Rangers,118,448,511,115,75,21,2,16,66,55,50,1,110,8,3,2,,7,2,0.257117,0.34111,0.424534,0.765645,0.334414,0.0987151,0.215388,0.458313,0.167417,4.5868,0.304305,-0.1078,,69.2636,8.86459,1.68613,-0.210668,-0.318468,2.30504,9.510773450136185,-4.593194961547852,116.315,600.4,5.088135593,600.4,5.088135593,145.4600067138672,0.02604167,OF,/players/brandon-nimmo/12927/stats/batting,13.0,AL,Brandon Nimmo,607043,12927,12927
CHW,White Sox,112,430,483,94,54,16,2,23,57,70,41,2,144,9,3,0,,2,1,0.219272,0.299323,0.423263,0.722587,0.312267,0.0846182,0.298269,0.283698,0.203991,3.60214,0.269078,-0.138547,,56.7712,-0.309161,1.58055,-0.558893,-0.69744,2.28761,-1.0415932834148407,6.756474018096924,99.3956,521.4,4.655357142,521.4,4.655357142,254.75,0.01886792,SS,/players/colson-montgomery/29712/stats/batting,4.0,AL,Colson Montgomery,695657,29712,29712
CHC,Cubs,123,456,534,110,65,25,1,19,68,64,69,2,130,4,3,1,,6,2,0.240115,0.343963,0.421731,0.765694,0.335137,0.129997,0.242891,0.535207,0.181616,3.7018,0.292084,-0.278477,,72.6214,9.56749,0.447819,-0.523118,-0.801595,2.28545,9.923458755016327,-5.350019991397858,116.957,641.6,5.216260162,641.6,5.216260162,184.86000061035156,0.03333333,OF,/players/ian-happ/17919/stats/batting,17.0,NL,Ian Happ,664023,17919,17919
TOR,Blue Jays,105,403,455,99,59,20,0,20,54,68,44,4,92,5,3,0,,1,1,0.246567,0.326569,0.448508,0.775078,0.333147,0.0962263,0.201245,0.478155,0.201941,2.13761,0.269107,-0.32305,,61.1842,7.42242,-0.532094,-0.744529,-1.06758,2.2825,6.783546566963196,-0.15092110633850098,114.64,543.5,5.176190476,543.5,5.176190476,999.0,0.03125,3B,/players/kazuma-okamoto/37123/stats/batting,14.0,AL,Kazuma Okamoto,672960,37123,37123
LAD,Dodgers,88,302,350,77,50,14,1,13,45,45,41,2,68,5,2,0,,1,1,0.254764,0.351138,0.430825,0.781963,0.340961,0.116479,0.193192,0.602919,0.176061,3.22359,0.287451,-0.572528,,49.3129,7.93438,-0.149026,-0.57389,-1.14642,2.2558,7.015043497085571,6.190479800105095,119.663,434.8,4.94090909,434.8,4.94090909,95.69000244140625,0.0078125,C,/players/will-smith/19197/stats/batting,22.0,NL,Will Smith,669257,19197,19197
DET,Tigers,120,447,518,114,81,20,1,13,65,53,63,0,89,3,4,1,,4,2,0.255253,0.349878,0.387563,0.73744,0.327307,0.122356,0.171755,0.712387,0.13231,3.04351,0.29062,-0.711463,,67.2501,5.99846,-2.12779,-0.904044,-1.61551,2.24406,4.349328398704529,-0.2764005661010742,109.763,577.3,4.810833333,577.3,4.810833333,261.510009765625,0.09142857,2B,/players/gleyber-torres/16997/stats/batting,6.0,AL,Gleyber Torres,650402,16997,16997
PIT,Pirates,112,435,485,111,78,19,3,11,64,59,32,1,123,12,3,2,,24,7,0.254229,0.320812,0.387537,0.708349,0.311148,0.0665727,0.252973,0.263162,0.133308,6.66321,0.3262,-0.00736856,,56.549,-0.750931,1.0608,1.22527,1.21791,2.23105,-0.5937780141830444,6.256628632545471,96.8479,520.2,4.644642857,520.2,4.644642857,999.0,0.0,SS,/players/konnor-griffin/35376/stats/batting,27.0,NL,Konnor Griffin,804606,35376,35376
LAD,Dodgers,83,298,360,68,37,12,1,18,50,48,55,2,90,4,2,0,,2,0,0.228129,0.353593,0.451779,0.805371,0.349826,0.152186,0.249021,0.611139,0.22365,3.32185,0.260795,-0.55388,,53.2112,10.7327,-1.41994,-0.427875,-0.981755,2.21971,9.984107315540314,-0.25636351108551025,125.736,473.3,5.702409638,473.3,5.702409638,234.3699951171875,0.0,1B/3B,/players/max-muncy/13301/stats/batting,22.0,NL,Max Muncy,571970,13301,13301
PHI,Phillies,113,436,489,111,78,18,3,11,56,52,44,1,81,3,3,2,,21,4,0.253624,0.324493,0.384393,0.708886,0.311605,0.0902268,0.166363,0.54235,0.130769,6.00479,0.287991,0.291268,,57.1686,-0.575501,3.08821,1.67911,1.97038,2.21675,0.48404228687286377,4.913827657699585,97.4339,528.0,4.672566371,528.0,4.672566371,181.44000244140625,0.0,2B,/players/bryson-stott/26294/stats/batting,26.0,NL,Bryson Stott,681082,26294,26294
BOS,Red Sox,108,432,466,111,71,23,4,13,58,56,23,0,100,7,3,2,,15,6,0.257678,0.304066,0.417127,0.721193,0.311921,0.0492326,0.213454,0.230647,0.159449,6.15393,0.305912,0.506254,,54.6598,-0.429442,6.13219,-0.100868,0.405385,2.21389,-2.222295045852661,7.797309398651123,95.2182,503.0,4.657407407,503.0,4.657407407,125.02999877929688,0.0,OF,/players/ceddanne-rafaela/24262/stats/batting,3.0,AL,Ceddanne Rafaela,678882,24262,24262
NYY,Yankees,101,369,438,79,45,13,1,19,59,52,61,0,104,4,3,2,,5,2,0.214278,0.329144,0.411575,0.74072,0.326027,0.138695,0.237954,0.582865,0.197297,4.14136,0.242247,-0.150417,,56.3852,4.61467,0.0164269,-0.432003,-0.58242,2.18878,4.715956091880798,1.5812416654080153,110.26,494.3,4.894059405,494.3,4.894059405,253.82000732421875,0.0,OF,/players/trent-grisham/18564/stats/batting,9.0,AL,Trent Grisham,663757,18564,18564
MIL,Brewers,103,408,447,109,67,23,2,17,60,57,31,1,89,3,3,2,,16,5,0.267119,0.321431,0.459049,0.78048,0.334746,0.0693,0.200071,0.346376,0.19193,5.63053,0.301844,0.923375,,60.7129,7.87528,1.39578,0.450211,1.37359,2.17318,9.668927311897278,-3.3145620822906494,115.652,558.7,5.424271844,558.7,5.424271844,19.3799991607666,0.01324503,OF,/players/jackson-chourio/28806/stats/batting,23.0,NL,Jackson Chourio,694192,28806,28806
NYM,Mets,120,461,517,109,74,20,1,14,61,58,47,1,88,4,3,1,,8,2,0.236903,0.311147,0.37892,0.690066,0.303445,0.0915994,0.170392,0.53758,0.142016,4.50303,0.262069,0.211283,,57.0305,-4.03222,4.00254,-0.103475,0.107808,2.14979,-1.8792629018425941,5.687724351882935,96.7558,507.3,4.2275,507.3,4.2275,266.25,0.0,2B/SS,/players/marcus-semien/12533/stats/batting,25.0,NL,Marcus Semien,543760,12533,12533
TOR,Blue Jays,117,474,506,131,91,29,2,9,56,53,22,1,48,3,3,3,,6,2,0.276136,0.311083,0.401391,0.712474,0.308842,0.0434679,0.0942983,0.460962,0.125255,4.16519,0.29048,0.315009,,58.0061,-1.72919,2.93278,-0.526634,-0.211626,2.1417,-1.4644831120967865,4.979078054428101,97.8974,520.5,4.448717948,520.5,4.448717948,337.67999267578125,0.0,2B/3B,/players/ernie-clement/20352/stats/batting,14.0,AL,Ernie Clement,676391,20352,20352
HOU,Astros,92,361,396,96,66,19,1,10,48,42,24,1,70,7,2,1,,10,3,0.266893,0.322038,0.411605,0.733643,0.319358,0.0598997,0.175706,0.340909,0.144712,5.11748,0.303159,0.410084,,48.7872,2.02518,-0.0483714,0.284855,0.694939,2.13906,3.079783797264099,4.191906396299601,105.113,435.0,4.728260869,435.0,4.728260869,122.9800033569336,0.01470588,SS,/players/jeremy-pena/21636/stats/batting,21.0,AL,Jeremy Peña,665161,21636,21636
CIN,Reds,117,450,506,120,74,25,0,21,68,76,47,1,95,5,4,0,,12,3,0.265592,0.338856,0.461174,0.80003,0.345505,0.0930407,0.188141,0.494527,0.195582,4.20903,0.292211,0.0273019,,73.0546,13.3194,1.46094,0.56286,0.590162,2.13554,11.008171200752258,-6.964985013008118,117.387,662.3,5.66068376,662.3,5.66068376,161.8699951171875,0.01754386,1B,/players/sal-stewart/31505/stats/batting,18.0,NL,Sal Stewart,701398,31505,31505
SEA,Mariners,111,408,479,98,69,19,1,9,56,42,62,1,90,4,3,3,,4,1,0.23915,0.343253,0.356526,0.699779,0.314202,0.128557,0.187936,0.684047,0.117376,3.3378,0.283534,-0.0785334,,57.0878,0.44645,-4.48445,-0.554479,-0.633013,2.12626,3.6142634749412537,0.6516661643981934,107.517,489.0,4.405405405,489.0,4.405405405,748.5399780273438,0.00549451,SS,/players/jp-crawford/15491/stats/batting,11.0,AL,J.P. Crawford,641487,15491,15491
CHW,White Sox,117,434,506,102,61,24,2,16,66,57,62,1,94,6,3,0,,8,2,0.234909,0.335403,0.40855,0.743953,0.326782,0.122044,0.185376,0.658362,0.173641,4.86773,0.262392,-0.0201103,,65.3695,5.6342,-3.7499,-0.0384686,-0.0585789,2.10883,5.538997720927,-2.3455772399902344,109.394,582.2,4.976068376,582.2,4.976068376,303.0899963378906,0.03910615,3B,/players/miguel-vargas/20178/stats/batting,4.0,AL,Miguel Vargas,678246,20178,20178
NYM,Mets,92,324,368,76,45,13,1,17,44,50,35,1,93,5,2,0,,1,0,0.233602,0.316275,0.436076,0.752351,0.326124,0.0965775,0.252262,0.382846,0.202473,2.58475,0.270723,-0.14878,,47.3264,3.89984,-3.01292,-0.457768,-0.606548,2.09086,4.747765243053436,2.664545774459839,112.292,426.7,4.638043478,426.7,4.638043478,165.25,0.01941748,C,/players/francisco-alvarez/26121/stats/batting,25.0,NL,Francisco Alvarez,682626,26121,26121
BOS,Red Sox,116,429,500,108,64,23,1,20,63,67,50,1,129,17,3,1,,3,1,0.251167,0.349853,0.446792,0.796646,0.347459,0.0992213,0.257554,0.385244,0.195625,3.37439,0.310406,-0.508909,,73.0362,13.9646,1.94458,-0.617244,-1.12615,2.0833,10.481346249580383,-7.343997597694397,119.699,640.1,5.518103448,640.1,5.518103448,168.1999969482422,0.09638554,C,/players/willson-contreras/11609/stats/batting,3.0,AL,Willson Contreras,575929,11609,11609
ATL,Braves,116,454,502,119,78,23,1,16,62,63,39,1,73,5,4,0,,7,3,0.260921,0.323047,0.423625,0.746672,0.324054,0.0771788,0.145558,0.530228,0.162704,4.07753,0.278169,0.199348,,63.7556,4.47982,-2.32574,-0.466269,-0.266922,2.05868,3.955458492040634,-0.5340739488601685,107.101,572.1,4.931896551,572.1,4.931896551,150.5,0.0,2B,/players/ozzie-albies/16556/stats/batting,16.0,NL,Ozzie Albies,645277,16556,16556
CLE,Guardians,98,375,424,99,60,23,2,13,53,54,44,0,65,1,3,1,,2,1,0.264279,0.34103,0.443705,0.784735,0.340739,0.103571,0.15364,0.674115,0.179426,3.04976,0.286031,0.0481802,,59.577,9.52189,0.544783,-0.804739,-0.756559,2.05198,9.45451307296753,-3.994105577468872,120.451,515.7,5.262244897,515.7,5.262244897,999.0,0.39285714,DH/OF,/players/chase-delauter/32127/stats/batting,5.0,AL,Chase DeLauter,800050,32127,32127
TOR,Blue Jays,112,436,483,99,55,20,3,21,61,64,39,1,115,5,3,1,,7,2,0.226337,0.29432,0.430129,0.724449,0.311617,0.079975,0.239011,0.334609,0.203792,5.02648,0.256272,0.177574,,56.5162,-0.56423,1.81515,-0.225993,-0.0484197,2.04902,-0.15748555585741997,3.5404566526412964,99.8084,530.6,4.7375,530.6,4.7375,192.2100067138672,0.01020408,OF,/players/daulton-varsho/19918/stats/batting,14.0,AL,Daulton Varsho,662139,19918,19918
SEA,Mariners,115,446,496,118,77,22,0,18,57,71,42,4,76,4,3,0,,14,3,0.263622,0.330798,0.434914,0.765711,0.329679,0.0852557,0.152846,0.557788,0.171291,4.08602,0.280265,-0.508413,,65.313,6.69581,0.956358,0.754585,0.246172,2.0407,10.87539666891098,-8.021882593631744,118.179,604.0,5.252173913,604.0,5.252173913,67.45999908447266,0.11173184,1B,/players/josh-naylor/18839/stats/batting,11.0,AL,Josh Naylor,647304,18839,18839
MIN,Twins,107,407,463,104,73,22,1,8,54,51,43,0,77,9,3,0,,21,5,0.255914,0.337969,0.377061,0.71503,0.317236,0.0921759,0.166678,0.553018,0.121147,5.60318,0.29522,0.0787654,,56.2361,1.57061,-0.233438,1.33607,1.41484,2.03382,2.678893566131592,1.2596179246902466,102.318,502.0,4.691588785,502.0,4.691588785,114.8499984741211,0.09876543,2B,/players/luke-keaschall/33321/stats/batting,8.0,AL,Luke Keaschall,807712,33321,33321
SEA,Mariners,125,464,541,112,69,24,1,17,69,61,56,1,140,16,4,1,,20,6,0.240334,0.339505,0.406606,0.74611,0.328894,0.103266,0.258701,0.399169,0.166271,5.48757,0.304287,-0.478979,,70.8392,6.9531,-4.40456,0.819402,0.340423,2.03113,11.580499649047852,-10.356873035430908,117.638,635.5,5.084,635.5,5.084,89.37999725341797,0.01036269,OF,/players/randy-arozarena/19290/stats/batting,11.0,AL,Randy Arozarena,668227,19290,19290
